Title,Date
العثور على 3 أشخاص متوفين بمسكنهم في وهران,28 أفريل
بجاية: الإطاحة بشبكة إجرامية لسرقة الدراجات النارية,28 أفريل
تحقيقات أمنية وقضائية حول اختفاء ملفات طلب السكن الإجتماعي بدائرة باتنة,28 أفريل
"الإطاحة بجماعة إجرامية وحجز كيلو ""زطلة"" وقرابة 10 آلاف من المؤثرات العقلية",28 أفريل
سفير جمهورية التشيك يزور منتزه منبع المياه بالعاصمة,28 أفريل
البليدة: توقيف شخصين وحجز كمية معتبرة من المخدرات والمهلوسات,28 أفريل
المسيلة: تفكيك شبكة للتنقيب عن الآثار بدون ترخيص,28 أفريل
وفاة شخص دهسته سيارة في وهران,28 أفريل
5 سنوات سجنا لبائع خردوات قتل رب أسرة في رمضان,28 أفريل
سكيكدة.. دخول محطة تصفية المياه المستعملة بفلفلة حيز الخدمة,28 أفريل
"افتتاح الملتقى الوطني حول ""دور الإذاعة في مرافقة الشباب لولوج عالم المقاولاتية""",28 أفريل
البيض.. تسمم 5 أشخاص بالغاز  ببلدية الرڨاصة,27 أفريل
الوادي: مقتل شاب بطلق ناري بقرية الجديدة بلدية الدبيلة,27 أفريل
قسنطينة.. وفاة شخص في حادث مرور بالطريق الوطني رقم 20,27 أفريل
عين تموشنت.. انتشال جثة مفقود في البحر بالمنطقة الصخرية لاڨيتار,27 أفريل
سوق اهراس.. اخماد حريق غابة ببلدية خميسة,27 أفريل
غليزان.. اصابة 3 اشخاص في انفجار مدخنة بعمارة في سيدي امحمد بن علي,27 أفريل
سوق اهراس.. اصابة 3 أشخاص في حادث مرور ببلدية المراهنة,27 أفريل
فتح تحقيق إبتدائي حول حادث الحافلة بمستغانم,27 أفريل
عين تموشنت: البحث عن مفقود بالمنطقة الصخرية لاڨيتار,27 أفريل
رابطة الطلبة الجزائريين تنظم ملتقى جهوي بالمدينة الجامعية المدية,27 أفريل
وفاة شخص في حادث دهس قطار بمعسكر,27 أفريل
اختناق 7 أشخاص بالغاز السام في تيبازة وجيجل,27 أفريل
مستغانم.. نقل ومرافقة الضحيتين المتوفيتين الى مقر سكناهم بتغنيف,26 أفريل
تسمم 5 أفراد من عائلة واحدة بغاز أحادي أكسيد الكربون بوهران,26 أفريل
وفاة طفل في حادث دهس بباتنة,26 أفريل
تيارت.. إنقاذ 5 أشخاص من الموت المحقق اختناقا بالغاز,26 أفريل
بشار.. وفاة شخص في حادث مرور بالطريق الوطني رقم 6,26 أفريل
"العائلات الجزائرية تكتشف منتزه ""prise d'eau""",26 أفريل
المدية.. إصابة 7 أشخاص في حادث مرور  بالطريق الوطني رقم 60,26 أفريل
"والي وهران يزور التلميذة ""بن دادة نهاد"" بالمركز الاستشفائي الجامعي الدكتور بن زرجب",26 أفريل
الأغواط: حجز أكثر من 19.5 قنطار من الدجاج الفاسد,26 أفريل
5 ضحايا إثر حريق مسكن في تيزي وزو,26 أفريل
إسعاف شخص سقط من منحدر في المدية,26 أفريل
والي مستغانم يزور ضحايا حادث الحافلة,26 أفريل
تفكيك شبكة إجرامية وحجز 33 كلغ من القنب الهندي بتلمسان,26 أفريل
إنقلاب حافلة بمستغانم.. إرتفاع حصيلة الضحايا,26 أفريل
البحث عن مفقود بشاطئ مينور في سكيكدة,26 أفريل
15 ضحية إثر إنقلاب حافلة بمستغانم,26 أفريل
وفاة شخص في حادث مرور بتيزي وزو,26 أفريل
العاصمة.. إرتفاع حصيلة ضحايا إنفجار الغاز بجسر قسنطينة,26 أفريل
3 قتلى وجريحان في حادث مرور بولاية تيبازة,26 أفريل
"الجلفة.. وفاة شاب إثر سقوطه في بئر تقليدي بمنطقة ""شويشة"" بدار الشيوخ",25 أفريل
كحصيلة أولية.. 12 جريحا في إنفجار للغاز بالمالحة في العاصمة,25 أفريل
بسكرة.. وفاة 3 أشخاص في حادث مرور بالطريق الوطني رقم 83,25 أفريل
الوادي.. وفاة طفل بصعقة كهربائية ببلدية قمار,25 أفريل
والي المسيلة يكشف عن فتح تحقيق في تلاعبات بدفاتر الشروط بإحدى البلديات الجنوبية للولاية,25 أفريل
الحبس يهدد طالبة ماستر 2 بسبب شيك قيمته ملياري سنتيم,25 أفريل
مستغانم.. إعادة تهيئة الواجهة البحرية بصلامندر,25 أفريل
إطلاق منصات رقمية لتسويق المنتوج الأسري,25 أفريل
وفاة طفل بصعقة كهربائية بتلمسان,25 أفريل
إنتشال جثتين من شاطئ الشعايبية بمستغانم,25 أفريل
"سطيف: تفكيك شبكة لترويج ""الكوكايين"" والمهلوسات بعين ولمان",25 أفريل
الشلف: توقيف شخصين واسترجاع رؤوس من الأغنام ببوقادير,25 أفريل
طلبة علوم البيطرة والعلوم الفلاحية بجامعة باتنة يحتجون,25 أفريل
قسنطينة.. مركز مكافة السرطان بمستشفى بن باديس يتدعم بأحدث الأجهزة,25 أفريل
وفد صيني يحل بتندوف لانجاز محطة إنتاج الكهرباء بغار جبيلات,25 أفريل
البحث عن 3 مفقودين في البحر بمستغانم,25 أفريل
إندلاع حريق ببناية سكنية في العاصمة,25 أفريل
7 ضحايا في حادث مرور بقالمة,25 أفريل
بالصور.. نقل تلاميذ مدرسة السايح رحو إلى ابتدائية ميموني لحسن بوهران,25 أفريل
إصابة 13 شخصا في حادث مرور بالأغواط,25 أفريل
خنشلة: إصابات بإلتهاب الكبد الفيروسي ببعض المؤسسات التربوية بانسيغة,24 أفريل
عين تموشنت: توقيف المشتبه فيه في قتل ممرض بحمام بوحجر,24 أفريل
الدرك الوطني بأولاد فايت يوقف“تيك توكر” أشعل النار وسط الطريق العمومي,24 أفريل
برج بوعريريج.. تسمم فتاة بالغاز بحي 120 مسكن,24 أفريل
الأغواط.. توقيف 5 أشخاص وحجز 14208 قرص صاروخ,24 أفريل
اثر حريق حافلة لنقل المسافرين بوهران.. اصابة 3 أشخاص بحروق,24 أفريل
وفاة 3 أشخاص في حادث مرور بسكيكدة,24 أفريل
بسبب مشاجرة بين أطفال صغار.. شابين مهددين بالحبس,24 أفريل
"إيداع جمركيين اثنين الحبس سرقا ""تلفونات"" محجوزة بالمطار",24 أفريل
شُرطة العاصمة تُطيح بشبكة إجرامية دولية تُتاجر بالكوكايين!,24 أفريل
"ذهب لقضاء عطلته الصيفية فتورط في جناية حرق غابات ""بني عوش"" بجاية",24 أفريل
الجمارك تحجز أكثر من 27 ألف قرص إكستازي بوهران,24 أفريل
تسمم 6 أشخاص بالغاز في العاصمة,24 أفريل
سيدي بلعباس.. إصابة 7 أشخاص في اصطدام بين سيارة اسعاف ومركبة,24 أفريل
حادث تمنراست.. ارتفاع حصيلة الضحايا إلى 9 قتلى,24 أفريل
وهران: ترحيل 883 عائلة كانت تقطن الحي الفوضوي “رأس العين”,24 أفريل
وفاة ستيني في حادث مُروع بالمدية,24 أفريل
ارتفاع حصيلة ضحايا حادث المرور في تمنراست,23 أفريل
باتنة.. إصابة 6 أشخاص في حادث مرور  بالطريق الوطني رقم 3,23 أفريل
تمنراست.. 7 قتلى و15 جريحا في حادث مرور,23 أفريل
قسنطينة.. 17 جريحا في انحراف وانقلاب حافلة لنقل المسافرين,23 أفريل
العاصمة.. عصابة سرقة السيارات في قبضة الدرك,23 أفريل
مجلس قضاء وهران: فتح تحقيق في حادث إنهيار سقف بمدرسة إبتدائية ببوتليليس,23 أفريل
هذه تفاصيل جريمة قتل 3 أشخاص بالجلفة,23 أفريل
تنصيب البروفيسور مختار رحاب عميدا لكلية العلوم الانسانية,23 أفريل
10 سنوات سجنا تهدد كهل استغل سلاح والده المجاهد للتهديد بالقتل,23 أفريل
عائلة بالقبة تضرم النار في منزلها لعرقلة قرار قضائي بالطرد,23 أفريل
المغير: حجز 20700 قارورة خمر و170 ألف علبة سجائر عن طريق التهريب,23 أفريل
"الإعدام لشاب سرق ""بوشية"" من محل جزار وقتل به رب أسرة",23 أفريل
هذه الحالة الصحية للتلميذة ضحية إنهيار سقف مدرسة بوهران,23 أفريل
بالفيديو.. والي وهران يكشف تفاصيل مثيرة عن حادث انهيار سقف قسم ابتدائية,23 أفريل
فتح مسابقة لتوظيف حراس الشواطئ الموسميين,23 أفريل
صدمة.. إصابة 6 تلاميذ في انهيار سقف قسم بابتدائية سويح رحو بوهران,23 أفريل
فاجعة.. سقوط سقف قسم بابتدائية على التلاميذ بوهران,23 أفريل
16 جريحا في حادث مرور بعنابة,23 أفريل
21 ضحية إثر انقلاب حافلة بالبليدة,23 أفريل
عين تموشنت: العثور على ممرض مذبوح بحمام بوحجر,22 أفريل
وفاة شخص في حادث انحراف سيارة بتمنراست,22 أفريل
إصابة 7 أشخاص في حادث إصطدام تسلسلي بين 3 سيارات بالجلفة,22 أفريل
الوادي: الزاوية التيجانية تشرف على زواج جماعي لـ 22 عريسا بتغزوت,22 أفريل
إستقالة أصغر بروفيسور وعميد كلية العلوم الإنسانية والاجتماعية بجامعة المسيلة,22 أفريل
الشلف.. وفاة طفل في حادث دهس ببلدية واد سلي,22 أفريل
الشلف: قتيل وجريحان في حادث إصطدام سيارتين بالابيض مجاجة,22 أفريل
الوادي: نفوق أزيد من 15 الف دجاجة في حريق 4 مستودعات لتربية الدواجن بكونين,22 أفريل
غليزان.. وفاة  تلميذة بعدما دهستها شاحنة ببلدية الحمادنة,22 أفريل
الشلف: نفوق 1000 صوص في احتراق بيت بلاستيكي ببوزغاية,22 أفريل
إنشاء منطلق جديد متوسط التوتر لتدعيم شبكة الكهرباء بأولاد جلال,22 أفريل
وهران: توقف الترامواي بسبب سقوط سلك نقل الكهرباء,22 أفريل
انتشال جثة غريق بشاطئ كاب ليون بالقالة في الطارف,22 أفريل
إصابة 4 أشخاص في حادث مرور بعنابة,22 أفريل
اتفاقية بين المركز الجامعي للنعامة وجامعة نواكشوط الموريتانية,22 أفريل
البويرة.. وفاة شخص في حادث دهس ببلدية الأخضرية,21 أفريل
تمنراست.. وفاة شخص وإصابة إثنين آخرين  بقرية تاهيفت,21 أفريل
قسنطينة.. خمسيني يلقى مصرعه اثر صعقة كهربائية,21 أفريل
وهران.. توقيف مروج مهلوسات وحجز أكثر من 3600 قرص صاروخ,21 أفريل
توقيف شاب اشترى بطاقة تعريف بلجيكية مزورة بـ 120 أورو,21 أفريل
لتحسين الإطار المعيشي للمواطنين.. والي عنابة يتخذ هذه القرارات,21 أفريل
20 سنة سجنا لمغترب هدد عبر منشور بتفجير القنصلية الجزائرية بليبيا بحزام ناسف,21 أفريل
إن قزام: حجز 70 قنطار من الفرينة,21 أفريل
مؤتمر دولي حول الإعلام والاتصال المؤسساتي في مؤسسات التعليم العالي,21 أفريل
إثر انهيار الطريق.. التكفل بـ 8 عائلات بعد تشقق منازلها واستعمال الطريق الجبلية,21 أفريل
إصابة 6 أشخاص في حادث مرور بتيزي وزو,21 أفريل
إنتشال جثة غريق من بركة مائية في المغير,20 أفريل
غلق الطريق الوطني الرابط بين بجاية وجيجل عند المدخل الغربي للزيامة المنصورية,20 أفريل
تحويل مؤقت لحركة السير عبر هذا الطريق بداية من الغد ولمدة شهر,20 أفريل
العاصمة: توقيف 353 مشتبه فيه منهم 70 شخصا محل بحث من القضاء,20 أفريل
سطيف.. وفاة طفلة في حادث دهس ببلدية عين الحجر,20 أفريل
الشلف.. إصابة 8 أشخاص في حادث اصطدام سيارتين بعين مران,20 أفريل
إصابة 5 أشخاص في حادث مرور ببلدية شلغوم العيد في ميلة,20 أفريل
البليدة: توقيف شخص ينصب على المواطنين بإستعمال شبكة التواصل الاجتماعي.. وهذا ماعثر بحوزته,20 أفريل
وهران.. إصابة 6 أشخاص في حادث مرور ببلدية واد تليلات,20 أفريل
إصابة 4 أشخاص في إنحراف وإنقلاب حافلة بفرجيوة في ميلة,20 أفريل
البويرة.. إصابة 4 أشخاص في حريق شقة ببلدية مشدالة,20 أفريل
المسيلة : وفاة شخص في حادث إنحراف شاحنة ببوسعادة,20 أفريل
هزة أرضية بقوة 4٫2 درجات تضرب المسيلة,20 أفريل
الإيقاع بـ 77 شخصا كانوا يخططون للحرڨة انطلاقا من سواحل وهران,20 أفريل
تيبازة.. العثور على جثة مراهق مفقود بالبحر,20 أفريل
الشلف: وفاة شاب في حادث اصطدام دراجة نارية بحاجز  اسمنتي,19 أفريل
البليدة.. وفاة طفل اختناقا بالغاز بوسط بلدية عين الرمانة,19 أفريل
عين تموشنت: شبان ينقدون شاب من غرق حقيقي بشاطئ الهلال,19 أفريل
انقاذ طفل غرق في بركة مائية بحي الحكمة بتندوف,19 أفريل
جيجل: إسعاف وإجلاء غريقين بالشاطئ الاحمر بالزيامة منصورية,19 أفريل
انقاذ شخصين عالقين في عرض البحر بولهاصة بعين تموشنت,19 أفريل
برج بوعريريج.. إصابة 7 أشخاص في حادث مرور ببلدية برج الغدير,19 أفريل
المسيلة: وفاة عون حماية مدنية إثر حادث مرور,19 أفريل
وهران: تفكيك شبكة للمتاجرة بالمخدرات وحجز أكثر من 26 كلغ,19 أفريل
المغير: حجز  أزيد من 2200 قرص مهلوس,18 أفريل
الشلف.. إصابة شخص بجروح في حادث مرور ببلدية الشطية,18 أفريل
مستغانم : إنتخاب عبد القادر بنعمة رئيسا لبلدية سيدي علي مؤقتا بعد توقيف المير,18 أفريل
تيارت.. إتلاف قنطارين ونصف من اللحوم الحمراء الفاسدة على متن مركبة بمهدية,18 أفريل
تسمم شخص بالغاز في سطيف,18 أفريل
عين الدفلى.. وفاة طفل في حادث دهس بقرية فونال,18 أفريل
الحماية المدنية تمسك بثعبان تسلل إلى مسكن عائلي بالبويرة,18 أفريل
سوق اهراس.. إصابة 6 أشخاص في حادث مرور بالطوريق الوطني رقم 16,17 أفريل
سوق اهراس.. اخماد حريق غابة بمشتة القراعنة ببلدية سدراتة,17 أفريل
باتنة.. شخص يقتل عمه بسبب قطعة أرض في بلدية وادي الماء,17 أفريل
قالمة.. تسمم 4 أشخاص بالغاز ببلدية الفجوج,17 أفريل
معسكر: وفاة شخص وإصابة طفل في إصطدام سيارة بدراجة نارية,17 أفريل
خنشلة: قتيل وجريح في حادث اصطدام سيارة بشاحنة بعين الطويلة,17 أفريل
قسنطينة: وفاة طفل حادث دهس شاحنة بحي خزندار,17 أفريل
سيدي بلعباس: تنصيب قوبع فاطمة الزهراء رئيسة لدائرة عين البرد,17 أفريل
النقل البحري.. تعديل برنامج هذه الرحلات,17 أفريل
مستغانم: الإطاحة بشبكة وطنية مختصة في النصب والاحتيال عبر الفايسبوك,17 أفريل
قسنطينة: حجز أكثر من 6 قناطير من الدجاج الفاسد,17 أفريل
حريق بورشة في البليدة.. إجلاء 4 ضحايا,17 أفريل
الإيقاع بشبكة تتخذ من سكن فوضوي مكانا لإيواء الحراڨة بوهران,17 أفريل
قالمة: اصابة 9 أشخاص بجروح في تصادم سيارتين,17 أفريل
بومرداس: تنصيب أبو طالب عاشور مديرا للمؤسسة العمومية للنقل الحضري وشبه الحضري,17 أفريل
غليزان: تفكيك شبكة لسرقة الكوابل النحاسية ودعائم أبراج نقل الكهرباء بالضغط العالي,17 أفريل
إصابة 9 أشخاص في حادث مرور بقالمة,17 أفريل
تفحم خمسيني في حريق شقة بالوادي,17 أفريل
رياح قوية وأمطار رعدية على 9 ولايات,17 أفريل
إصابة 3 أشخاص في اصطدام بين سيارتين بمعسكر,16 أفريل
بجاية: توقيف مرتكب جريمة قتل عشية عيد الفطر بحي الكاليتوس بأميزور,16 أفريل
البليدة: الإطاحة بشبكة مختصة في ترويج المؤثرات العقلية وحجز 6003 قرص مهلوس,16 أفريل
عنابة: حجز  أزيد من 2600  قرص مهلوس,16 أفريل
عين تموشنت.. 3 اصابات في حادث اصطدام سيارتين,16 أفريل
عين تموشنت.. سنة سجن نافذة لصاحب مجموعة فايسبوكية تحرض على الفسق,16 أفريل
بجاية: وفاة إمرأة في حادث دهس من سيارة بواد غير,16 أفريل
العاصمة.. وفاة شخصين في حادث دهس قطار ببلدية الرغاية,16 أفريل
الشلف.. إصابة 3 أشخاص اثر تسرب للغاز بحي الشرايط,16 أفريل
تفكيك شبكة إجرامية وحجز أكثر من 11 كلغ كيف بوهران,16 أفريل
مستغانم.. تسمم فتاة بالغاز ببلدية عشعاشة,16 أفريل
وفاة شخص في حادث إنحراف وإنقلاب سيارة بسعيدة,16 أفريل
وفاة شخص في حادث دهس بميلة,16 أفريل
جامعة المسيلة خارج تصنيف المجلات الجزائرية لسنة 2024.,16 أفريل
بطاقات تعريف فرنسية مزوّرة للبيع بـ180 مليون سنتيم,16 أفريل
رجل اعمال إيطالي ينصب على تاجر ويسلبه اكثر من 600 مليون,16 أفريل
35 سيارة مزوّرة تورّط 11 موظّفا ببلدية باب الوادي أمام القضاء,16 أفريل
تيبازة.. توقيف شخصين وحجز كمية من المخدرات,16 أفريل
"ايداع رب أسرة الحبس قتل زوجته ثم رماها من "" البالكون"" ليلة العيد",16 أفريل
وفاة طفلة تحت عجلات قطار في بومرداس,16 أفريل
أم البواقي: إيداع امرأة الحبس المؤقت بتهمة قتل ربيبها,16 أفريل
قسنطينة: قتيل وجريحان في حادث مرور,16 أفريل
3 قتلى في حادث مرور بباتنة,16 أفريل
جريحان في حادث دهس بالطريق الوطني رقم 7 بمعسكر,15 أفريل
بجاية: توقيف عشريني يحترف سرقة المنازل بتيشي,15 أفريل
المغير.. اجلاء 21 شخصا وشفط المياه الزائدة في 57 عملية,15 أفريل
إنطلاق عملية سحب تذاكر السفر الخاصة بالحجاج,15 أفريل
تلمسان.. وفاة شخص في حادث دهس بمدخل المحطة البرية,15 أفريل
وهران: الإطاحة بشبكة مختصة في التزوير وإستعمال المزور في وثائق مصرفية,15 أفريل
المسيلة: وفاة طفل في حادث دهس بسيدي عيسى,15 أفريل
غليزان.. العثور على ثلاثيني جثة هامدة ببلدية جديوية,15 أفريل
من بينهم بارون.. الإطاحة بشبكة لترويج المخدرات بسيدي بلعباس,15 أفريل
معسكر: حجز أكثر من 15 ألف قرص مهلوس وتوقيف 6 أشخاص,15 أفريل
"شكوى على ""فايسبوك"" تحرّك وزارة التربية.. والمتّهم مديرة",15 أفريل
العاصمة.. انقطاع المياه بهذه البلديات,15 أفريل
إصابة شخص في حريق مهول شب داخل منزل بالبويرة,15 أفريل
كانت تقل أفراد من الجيش.. والي عنابة يطمئن على ضحايا انقلاب حافلة,15 أفريل
والي بجاية يأمر بغلق المفرغة العشوائية شعبة الاخرة بخراطة,14 أفريل
ملثمان مجهولان يقتلان شابا رميا بالرصاص في حي الفتح ببسكرة,14 أفريل
سوق اهراس.. إصابة إمرأة في حادث مرور بالطريق الوطني رقم 16,14 أفريل
تبسة: إصابة 6 أشخاص في حادث مرور,14 أفريل
وفاة 3 أشخاص في حادث مرور بالطريق الوطني رقم 70 بباتنة,14 أفريل
بسبب التقلبات الجوية.. هذه الطرقات مغلقة,14 أفريل
غليزان.. وفاة ممرض بسكتة قلبية بالعيادة المتعددة الخدمات بالحمادنة,14 أفريل
إختناق 3 أشخاص في حريق شقة ببلدية مقرة بالمسيلة,14 أفريل
مستغانم: النقل الجامعي.. دخول عدة خطوط حيز الخدمة,14 أفريل
"الوزير السابق ""نسيم ضيافات"" أمام العدالة مجددا",14 أفريل
"إطار سابق بوزارة السكن يبيع سكنات ""lpp"" و ""aadl"" بـ 300 و500 مليون سنتيم",14 أفريل
والدة اللاعب مبابي تكشف عن تمويل 4 مشاريع رياضية وثقافية بالجزائر,14 أفريل
"النيابة تشدّد العقوبة في حق مروّج ""الكاشيات"" بالعاصمة",14 أفريل
تندوف: إصابة 15 شخصا إثر انقلاب حافلة,14 أفريل
بجاية: السجن لسائقي حافلتين عرضا حياة الركاب للخطر,14 أفريل
غرداية.. التقلبات الجوية تتسبب في غلق هذه الطرقات,14 أفريل
بشار: حجز قرابة 5 كلغ من الكيف و3400 قرص مهلوس,14 أفريل
30 ضحية إثر انحراف حافلة بعنابة,14 أفريل
رياح قوية وأمطار رعدية غزيرة تصل إلى 40 ملم على هذه الولايات,14 أفريل
الجلفة: فيضان الوديان يتسبّب في قطع طرقات بين بلديتي قطارة وأم العظام,13 أفريل
سطيف .. جريمة قتل راح ضحيتها عشريني,13 أفريل
إنقاذ شخص سقط بين الصخور بالكاريار في جيجل,13 أفريل
برج بوعريريج: 7 جرحى في إصطدام بين سيارتين بالمنصورة,13 أفريل
البيض: حجز قرابة 10 آلاف قرص مهلوس مخبأة في داخل وسائد نوم,13 أفريل
الجلفة.. 5 جرحى في حادث انحراف سيارة بالبيرين,13 أفريل
المنيعة: 3 قتلى وجريحان في حادث مرور,13 أفريل
اصابة 4 أشخاص في حادث مرور ببلدية المطارفة بالمسيلة,13 أفريل
المسيلة : 5 جرحى في حادث مرور بأولاد منصور,13 أفريل
تسمم شخصين بالغاز في الدار البيضاء بالعاصمة,13 أفريل
اصابة 5 أشخاص في حادث مرور بالطريق الوطني رقم 83 بتبسة,13 أفريل
اصابة 8 أشخاص في إصطدام تسلسلي لأربع مركبات بتيارت,13 أفريل
غليزان: وفاة شخص وإصابة 3 أخرين في حادث بالمطمر,13 أفريل
المغير: إنقاذ 14 طفلا و4 نساء على متن سيارة نفعية عالقة بالوحل ومحاصرة بالمياه,13 أفريل
توقرت: مياه الأمطار تغمر العديد من الشوارع والأحياء السكنية وتشل حركة السير,13 أفريل
ورقلة: تسجيل حوالي 100 تدخل لشفط مياه الأمطار,13 أفريل
غرداية: إنقاذ 10 أشخاص حاصرتهم المياه داخل منازلهم ببلديتي القرارة ومتليلي,13 أفريل
المسيلة تتصدر قائمة الولايات في حوادث المرور خلال شهر رمضان,13 أفريل
وفاة شخصين اختناقا بالغاز في قسنطينة,13 أفريل
والي قسنطينة يطمئن على حالة المصابين في حادث المرور,13 أفريل
وفاة شخصين تسمما بالغاز بأم البواقي,13 أفريل
الوادي.. إجلاء 19 شخصا بسبب التقلبات الجوية,13 أفريل
حادث قسنطينة.. ارتفاع حصيلة الضحايا إلى قتيلين و33 جريحا,13 أفريل
وفاة شخصين وإصابة 14 آخرين في حادث مرور بقسنطينة,13 أفريل
وفاة شخص بالغاز في أم البواقي,12 أفريل
الجلفة: 4 جرحى في حادث إنحراف سيارة بسيدي لعجال,12 أفريل
سعيدة : إنتشال جثة طفلة سقطت داخل بئر مهجور,12 أفريل
الشلف: وفاة طفل في حادث دهس شاحنة بالزبوجة,12 أفريل
4 ضحايا إثر تسرب للغاز بسطيف,12 أفريل
وكيل الجمهورية لدى محكمة سفيزف يكشف تفاصيل مقتل 3 أشخاص,12 أفريل
بالفيديو.. النعامة: إخماد حريق في مطعم بالمشرية,12 أفريل
إنقاذ شخص سقط داخل بئر بعين تدلس في مستغانم,12 أفريل
الجلفة: إصابة 9 اشخاص في حادث اصطدام سيارتين بمنطقة الصقيعة ببويرة الأحداب,12 أفريل
تيبازة: 14 جريحا في حوادث مرور متفرقة خلال يومي عيد الفطر,12 أفريل
في عز الربيع.. الثلوج تغلق هذه الطرقات,12 أفريل
وفاة شخص وإصابة 7 آخرين في حادث مرور بالبيض,12 أفريل
إصابة 14 شخصا في حريق مرقد بتلمسان,11 أفريل
قتيل وجريحان في حادث مرور بالمسيلة,11 أفريل
البويرة.. إخراج سيارتين كانتا عالقتين وسط الثلوج بتيكجدة,11 أفريل
التقلبات الجوية.. تعرف على الطرق المغلقة في هذه الولايات,11 أفريل
إصابة 4 أشخاص في حادث إنحراف وإنقلاب سيارة بسكيكدة,11 أفريل
وفاة شخص في حادث مرور بالشلف,11 أفريل
إصابة 8 أشخاص في حادث مرور بميلة,11 أفريل
9 ضحايا إثر اصطدام سيارتين بقالمة,11 أفريل
هزة أرضية تضرب الشلف وهذه شدتها,11 أفريل
خنشلة.. إصابة 4 أشخاص في انحراف وانقلاب سيارة,10 أفريل
قسنطينة: 8 جرحى في حادث مرور بالخروب,10 أفريل
المدية.. 4 جرحى في انحراف وانقلاب سيارة,10 أفريل
6 ضحايا في حريق بناية سكنية بتلمسان,10 أفريل
وفاة شاب وإصابة 3 أخرين في إصطدام بين سيارتين في سطيف,10 أفريل
مستغانم: وفاة خمسيني في حادث إنحراف وإنقلاب دراجة نارية,10 أفريل
هزة أرضية تضرب تبسة,10 أفريل
البويرة: حالتا وفاة وجريحين في حادث مرور ببلدية امشدالة,10 أفريل
ورقلة: قتيلان في حادث مرور,10 أفريل
رياح قوية وزوابع رملية أولى أيام العيد في هذه الولايات,10 أفريل
الأغواط: تسمّم 6 أشخاص بالغاز,10 أفريل
الجلفة.. 6 جرحى اصطدام بين سيارتين في عين وسارة,09 أفريل
وفاة شخص في حادث مرور بالأغواط,09 أفريل
الـ BRI توقف مشتبه فيه في إنشاء ورشة لتصنيع الاسلحة النارية التقليدية وذخيرتها بأم البواقي,09 أفريل
كانت موجهة للاستهلاك البشري.. حجز 4.5 قنطار من اللحوم البيضاء الفاسدة,09 أفريل
شرطة عين الدفلى تسترجع مركبة محل سرقة وتوقف الفاعلين,09 أفريل
"الإطاحة بجماعة اجرامية مختصة في المتاجرة بـ ""الكاشيات"" و ""الكوكايين"" بالعاصمة",09 أفريل
"الأمن يطيح بعصابة ""ساسي"" حولت مفرغة عمومية إلى مستودع لتخزين "" الكاشيات """,09 أفريل
عين الدفلى: الشرطة تسترجع سيارة مسروقة في ظرف قياسي,09 أفريل
BRI سطيف تفكّك شبكة إجرامية من بينهم إمرأة وتحجز كمية من الكوكايين,09 أفريل
برنامج خاص لسير قطارات الخطوط الكبرى خلال أول وثاني أيام العيد,09 أفريل
مستغانم: إستلام 15 هيكلا تربويا جديدا خلال الدخول المدرسي المقبل,09 أفريل
حريق مهول يلتهم ورشة بالبليدة,09 أفريل
سطيف.. وفاة شخص وتسمم آخرين بالقاتل الصامت,09 أفريل
قتيل و3 جرحى في حادث مرور بتلمسان,08 أفريل
"العثور على ثلاثة قتلى ""بفيرمة العياد"" في سيدي بلعباس",08 أفريل
جريمة شنعاء .. أم تقتل طفلتها بتاودموت في سيدي بلعباس,08 أفريل
تبسة: إخماد حريق غابة,08 أفريل
تيارت: توقيف شخصين بتهمة النصب والإحتيال في عملية بيع وهمية على شبكة التواصل الإجتماعي,08 أفريل
6 ضحايا في حادث مرور بالشلف,08 أفريل
إختناق 16 إمرأة داخل حمام ببشار,08 أفريل
كارثة داخل ورشة لصناعة الحلويات بالخرايسية في العاصمة,08 أفريل
تيبازة.. إنقاذ أربعيني سقط في بئر عمقه 12 مترا,07 أفريل
بعد تسجيل حالات بداء بوحمرون.. والي تندوف يعقد اجتماعا,07 أفريل
"مصلّون يبلّغون عن بائع خضار يروّج لـ ""الزطلة"" أمام المسجد",07 أفريل
"""جويجة"" مروّج المخدرات بالأحياء السكنية في قبضة الأمن",07 أفريل
"صاحب شركة استيراد ""ألبسة قديمة"" متابع في 11 قضية أمام القضاء",07 أفريل
وفاة رضيع وإصابة إمرأة في حادث مأساوي بعين الدفلى,07 أفريل
6 ضحايا في حادث مرور بتلمسان,07 أفريل
قسنطينة: الدرك يوقف سارقي المصلين أمام المساجد,07 أفريل
BRI سطيف توقف شخصين وتحجز كمية من المخدرات,07 أفريل
هذا موعد صلاة عيد الفطر المبارك,07 أفريل
إنقاذ شخص سقط داخل بئر في بجاية,07 أفريل
الحماية المدنية تدعو إلى الحيطة والحذر خلال الإحتفال بعيد الفطر,07 أفريل
حريق مصنع رايلان بعنابة.. إصابة شخص وإخماد الحريق نهائيا,07 أفريل
قالمة: مصالح الولاية تنظم مأدبة إفطار جماعي حضرها ما يزيد عن 600 شخص,07 أفريل
حريق مهول بمصنع رايلان للاجهزة الكهرومنزلية بالبوني في عنابة,07 أفريل
وفاة شخص في حادث مرور بأم البواقي,07 أفريل
وفاة شخص دهسه قطار بأقبو في بجاية,06 أفريل
تسمم شخصين بالغاز بوهران,06 أفريل
خلال عيد الفطر.. المصاعد الهوائية في الخدمة طيلة 3 أيام,06 أفريل
